path,category,instruction,anno
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj29,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj3,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj30,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj31,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj32,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj33,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj34,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj35,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj36,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj37,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj38,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj39,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj4,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj40,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj41,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj42,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj5,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj6,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj7,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj8,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-22-17/raw/traj_group0/traj9,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj0,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj1,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj10,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj11,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj12,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj13,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj14,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj15,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj16,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj17,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj18,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj19,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj2,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj20,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj21,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj22,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj23,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj24,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj25,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj26,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj27,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj28,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj29,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj3,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj30,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj31,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj32,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj33,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj34,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj35,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj36,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj37,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj38,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj39,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj4,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj40,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj41,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj42,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj43,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj44,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj45,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj46,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj47,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj48,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj49,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj5,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj50,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj51,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj52,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj53,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj54,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj55,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj56,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj57,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj58,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj59,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj6,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj60,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj61,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj62,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj63,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj64,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj65,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj66,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj67,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj68,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj69,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj7,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj70,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj71,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj72,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj73,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj74,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj75,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj76,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj77,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj78,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj79,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj8,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj80,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj81,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj82,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj83,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj84,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj85,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj86,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-33-58/raw/traj_group0/traj9,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj0,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj1,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj10,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj100,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj101,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj102,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj103,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj104,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj105,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj106,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj107,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj108,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj109,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj11,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj110,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj111,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj112,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj113,2022-12-08_pnp_rigid_objects,"In order to grasp and relocate the item, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj114,2022-12-08_pnp_rigid_objects,"To manipulate the objects in front of it, the robot must",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj115,2022-12-08_pnp_rigid_objects,"In order to complete the task of moving the utensils, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj116,2022-12-08_pnp_rigid_objects,"In order to pick up the object, the robot should",False
./data/scripted_raw/2022-12-08_pnp_rigid_objects/2022-12-08_15-56-53/raw/traj_group0/traj117,2022-12-08_pnp_rigid_objects,"To move the object to a new location, the robot must",False
